,0,1,2,3,4,5,6
691,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1900576097-apartamento-de-1-quartos-para-venda-brooklin-so-paulo-izmf20d4-991444-_JM#position=20&search_layout=grid&type=item&tracking_id=fdd34c2d-b175-4522-a720-ee3c0356d4cf,334.900,Apartamento De 1 Quartos Para Venda - Brooklin - São Paulo - Izmf20d4-991444,"Campo Belo, São Paulo Zona Sul, São Paulo",22 m² construídos,1 quarto
692,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1904463505-apartamento-venda-no-bairro-campo-belo-so-paulosp-o-4834-12188-_JM#position=21&search_layout=grid&type=item&tracking_id=fdd34c2d-b175-4522-a720-ee3c0356d4cf,546.189,Apartamento À Venda No Bairro Campo Belo - São Paulo/sp - O-4834-12188,"Rua Vieira De Moraes, Campo Belo, São Paulo Zona Sul, São Paulo",42 m² construídos,1 quarto
693,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1906453448-apartamento-em-campo-belo-so-paulosp-de-30m-1-quartos-venda-por-r-39182600-ap1007003-_JM#position=22&search_layout=grid&type=item&tracking_id=fdd34c2d-b175-4522-a720-ee3c0356d4cf,391.826,"Apartamento Em Campo Belo, São Paulo/sp De 30m² 1 Quartos À Venda Por R$ 391.826,00 - Ap1007003","Rua Vieira De Morais, 79, Campo Belo, São Paulo Zona Sul, São Paulo",30 m² construídos,1 quarto
694,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1905612750-apartamentos-para-vender-com-2-quartos-70m-12885-_JM#position=23&search_layout=grid&type=item&tracking_id=fdd34c2d-b175-4522-a720-ee3c0356d4cf,749.900,"Apartamentos Para Vender Com 2 Quartos, 70m² - 12885","R. Dr. Jesuíno Maciel, Campo Belo, São Paulo Zona Sul, São Paulo",70 m² construídos,2 quartos
695,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1904488528-apartamento-venda-no-bairro-campo-belo-so-paulosp-o-4798-12091-_JM#position=24&search_layout=grid&type=item&tracking_id=fdd34c2d-b175-4522-a720-ee3c0356d4cf,391.826,Apartamento À Venda No Bairro Campo Belo - São Paulo/sp - O-4798-12091,"Rua Vieira De Morais, Campo Belo, São Paulo Zona Sul, São Paulo",30 m² construídos,1 quarto
696,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1906449231-apartamento-em-campo-belo-so-paulosp-de-25m-1-quartos-venda-por-r-34614100-ap1006879-_JM#position=25&search_layout=grid&type=item&tracking_id=fdd34c2d-b175-4522-a720-ee3c0356d4cf,346.141,"Apartamento Em Campo Belo, São Paulo/sp De 25m² 1 Quartos À Venda Por R$ 346.141,00 - Ap1006879","Rua Otávio Tarquínio De Sousa, 1152, Campo Belo, São Paulo Zona Sul, São Paulo",25 m² construídos,1 quarto
697,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1905563928-apartamentos-para-vender-com-3-quartos-72m-3494-_JM#position=26&search_layout=grid&type=item&tracking_id=fdd34c2d-b175-4522-a720-ee3c0356d4cf,430.000,"Apartamentos Para Vender Com 3 Quartos, 72m² - 3494","Rua Soares De Avelar, Campo Belo, São Paulo Zona Sul, São Paulo",72 m² construídos,3 quartos
698,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1904466626-apartamento-venda-no-bairro-campo-belo-so-paulosp-o-18657-31115-_JM#position=27&search_layout=grid&type=item&tracking_id=fdd34c2d-b175-4522-a720-ee3c0356d4cf,346.141,Apartamento À Venda No Bairro Campo Belo - São Paulo/sp - O-18657-31115,"Rua Otávio Tarquínio De Sousa, Campo Belo, São Paulo Zona Sul, São Paulo",25 m² construídos,1 quarto
699,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1906449371-apartamento-em-campo-belo-so-paulosp-de-24m-1-quartos-venda-por-r-36408100-ap1006932-_JM#position=28&search_layout=grid&type=item&tracking_id=fdd34c2d-b175-4522-a720-ee3c0356d4cf,364.081,"Apartamento Em Campo Belo, São Paulo/sp De 24m² 1 Quartos À Venda Por R$ 364.081,00 - Ap1006932","Rua Doutor Jesuíno Maciel, 320, Campo Belo, São Paulo Zona Sul, São Paulo",24 m² construídos,1 quarto
700,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1904478273-apartamento-venda-no-bairro-campo-belo-so-paulosp-o-6214-14664-_JM#position=29&search_layout=grid&type=item&tracking_id=fdd34c2d-b175-4522-a720-ee3c0356d4cf,364.081,Apartamento À Venda No Bairro Campo Belo - São Paulo/sp - O-6214-14664,"Rua Doutor Jesuíno Maciel, Campo Belo, São Paulo Zona Sul, São Paulo",24 m² construídos,1 quarto
701,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1904538629-apartamento-venda-no-bairro-campo-belo-so-paulosp-o-20038-33347-_JM#position=30&search_layout=grid&type=item&tracking_id=fdd34c2d-b175-4522-a720-ee3c0356d4cf,1.830.000,Apartamento À Venda No Bairro Campo Belo - São Paulo/sp - O-20038-33347,"Rua Pascal, Campo Belo, São Paulo Zona Sul, São Paulo",233 m² construídos,4 quartos
702,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1904489333-apartamento-venda-no-bairro-campo-belo-so-paulosp-o-19871-33099-_JM#position=31&search_layout=grid&type=item&tracking_id=fdd34c2d-b175-4522-a720-ee3c0356d4cf,1.430.000,Apartamento À Venda No Bairro Campo Belo - São Paulo/sp - O-19871-33099,"Rua Gabriele D Annunzio, Campo Belo, São Paulo Zona Sul, São Paulo",153 m² construídos,3 quartos
703,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1904488644-apartamento-venda-no-bairro-campo-belo-so-paulosp-o-19028-31774-_JM#position=32&search_layout=grid&type=item&tracking_id=fdd34c2d-b175-4522-a720-ee3c0356d4cf,6.600.000,Apartamento À Venda No Bairro Campo Belo - São Paulo/sp - O-19028-31774,"Rua Volta Redonda, Campo Belo, São Paulo Zona Sul, São Paulo",385 m² construídos,3 quartos
704,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1904020008-cobertura-com-02-dormitorios-e-139-m-a-venda-no-campo-belo-so-paulo-sp-cb3175v-_JM#position=33&search_layout=grid&type=item&tracking_id=fdd34c2d-b175-4522-a720-ee3c0356d4cf,1.950.000,"Cobertura Com 02 Dormitórios E 139 M² A Venda No Campo Belo, São Paulo | Sp. - Cb3175v","Campo Belo, São Paulo Zona Sul, São Paulo",139 m² construídos,2 quartos
705,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1904509081-apartamento-venda-no-bairro-campo-belo-so-paulosp-o-16465-26992-_JM#position=34&search_layout=grid&type=item&tracking_id=fdd34c2d-b175-4522-a720-ee3c0356d4cf,580.000,Apartamento À Venda No Bairro Campo Belo - São Paulo/sp - O-16465-26992,"Rua Édison, Campo Belo, São Paulo Zona Sul, São Paulo",48 m² construídos,1 quarto
706,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1904457376-apartamento-venda-no-bairro-campo-belo-so-paulosp-o-2460-8063-_JM#position=35&search_layout=grid&type=item&tracking_id=fdd34c2d-b175-4522-a720-ee3c0356d4cf,653.481,Apartamento À Venda No Bairro Campo Belo - São Paulo/sp - O-2460-8063,"Rua João Álvares Soares, Campo Belo, São Paulo Zona Sul, São Paulo",55 m² construídos,1 quarto
707,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1906684288--ml3125-_JM#position=36&search_layout=grid&type=item&tracking_id=fdd34c2d-b175-4522-a720-ee3c0356d4cf,650.000,- Ml3125,"Campo Belo, São Paulo Zona Sul, São Paulo",72 m² construídos,2 quartos
708,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1904519061-apartamento-venda-no-bairro-campo-belo-so-paulosp-o-4798-12090-_JM#position=37&search_layout=grid&type=item&tracking_id=fdd34c2d-b175-4522-a720-ee3c0356d4cf,689.969,Apartamento À Venda No Bairro Campo Belo - São Paulo/sp - O-4798-12090,"Rua Vieira De Morais, Campo Belo, São Paulo Zona Sul, São Paulo",46 m² construídos,1 quarto
709,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1904511335-apartamento-venda-no-bairro-campo-belo-so-paulosp-o-4798-12089-_JM#position=38&search_layout=grid&type=item&tracking_id=fdd34c2d-b175-4522-a720-ee3c0356d4cf,955.403,Apartamento À Venda No Bairro Campo Belo - São Paulo/sp - O-4798-12089,"Rua Vieira De Morais, Campo Belo, São Paulo Zona Sul, São Paulo",65 m² construídos,2 quartos
710,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1902960241-ilha-de-saint-kitts-campo-belo-217m-4-dormitorios-2-suites-3-vagas-9110-48cb-_JM#position=39&search_layout=grid&type=item&tracking_id=fdd34c2d-b175-4522-a720-ee3c0356d4cf,2.120.000,Ilha De Saint Kitts Campo Belo 217m² 4 Dormitórios 2 Suítes 3 Vagas - 9110-48cb,"Rua João Álvares Soares, 1330, Campo Belo, São Paulo Zona Sul, São Paulo",217 m² construídos,4 quartos
711,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1902956060-pascal-campo-belo-apto-13b2b2u-147456-_JM#position=40&search_layout=grid&type=item&tracking_id=fdd34c2d-b175-4522-a720-ee3c0356d4cf,1.078.000,Pascal Campo Belo Apto 13b2b2u - 147456,"Rua Pascal, Nº 1777, 04616-005, Campo Belo, São Paulo, Sp, Br, Campo Belo, São Paulo Zona Sul, São Paulo",80 m² construídos,2 quartos
712,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1901915807-apartamento-com-4-dormitorios-venda-190-m-por-r-1696000-campo-belo-so-paulosp-ap32706-_JM#position=41&search_layout=grid&type=item&tracking_id=fdd34c2d-b175-4522-a720-ee3c0356d4cf,1.696.000,"Apartamento Com 4 Dormitórios À Venda, 190 M² Por R$ 1.696.000 - Campo Belo - São Paulo/sp - Ap32706","Rua Gil Eanes, Campo Belo, São Paulo Zona Sul, São Paulo",190 m² construídos,4 quartos
713,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1901891550-apartamento-campo-belo-ref-2636-v-8147413-_JM#position=42&search_layout=grid&type=item&tracking_id=fdd34c2d-b175-4522-a720-ee3c0356d4cf,350.000,Apartamento - Campo Belo - Ref: 2636 - V-8147413,"Campo Belo, São Paulo Zona Sul, São Paulo",30 m² construídos,1 quarto
714,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1903437784-studio-campo-belo-garagem-piscina-academia-oportunidade-_JM#position=43&search_layout=grid&type=item&tracking_id=fdd34c2d-b175-4522-a720-ee3c0356d4cf,259.000,Studio Campo Belo Garagem Piscina Academia Oportunidade ,"Alameda Dos Aicas 1203, Campo Belo, São Paulo Zona Sul, São Paulo",26 m² construídos,1 quarto
715,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1904495364-apartamento-venda-no-bairro-campo-belo-so-paulosp-o-18515-30842-_JM#position=44&search_layout=grid&type=item&tracking_id=fdd34c2d-b175-4522-a720-ee3c0356d4cf,1.850.000,Apartamento À Venda No Bairro Campo Belo - São Paulo/sp - O-18515-30842,"Rua Pascal, Campo Belo, São Paulo Zona Sul, São Paulo",100 m² construídos,3 quartos
716,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1905648996-apartamentos-para-vender-com-2-quartos-68m-239167-_JM#position=45&search_layout=grid&type=item&tracking_id=fdd34c2d-b175-4522-a720-ee3c0356d4cf,450.000,"Apartamentos Para Vender Com 2 Quartos, 68m² - 239167","Afonso Bandeira De Melo, Campo Belo, São Paulo Zona Sul, São Paulo",68 m² construídos,2 quartos
717,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1797301846-belissimo-apartamento-com-3-suites-venda-180-m-por-r-2400000-campo-belo-so-paulosp-ap19609-_JM#position=46&search_layout=grid&type=item&tracking_id=fdd34c2d-b175-4522-a720-ee3c0356d4cf,2.400.000,"Belíssimo Apartamento Com 3 Suítes À Venda, 180 M² Por R$ 2.400.000 - Campo Belo - São Paulo/sp - Ap19609","Rua Volta Redonda, Campo Belo, São Paulo Zona Sul, São Paulo",180 m² construídos,3 quartos
718,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1695438203-blanc-campo-belo-essencial-e-viver-bem-pronto-para-morar-rua-gabrielle-d-annunzio730-185m-4dorm-2-suites-3-vagas-ap1246-_JM#position=47&search_layout=grid&type=item&tracking_id=fdd34c2d-b175-4522-a720-ee3c0356d4cf,2.770.000,"Blanc Campo Belo Essencial É Viver Bem Pronto Para Morar-rua Gabrielle D Annunzio,730-185m 4dorm 2 Suites 3 Vagas - Ap1246","Rua Gabriele D Annunzio, Campo Belo, São Paulo Zona Sul, São Paulo",185 m² construídos,3 quartos
719,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1695321636-apartamento-venda-sky-campo-belo-proximo-a-rua-edson-so-paulo-ap0566-_JM#position=48&search_layout=grid&type=item&tracking_id=fdd34c2d-b175-4522-a720-ee3c0356d4cf,670.000,"Apartamento À Venda, Sky Campo Belo, Próximo A Rua Edson, São Paulo. - Ap0566","Constantino De Souza, Campo Belo, São Paulo Zona Sul, São Paulo",49 m² construídos,1 quarto
720,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1695443823-pronto-alto-padro-campo-belo-artisan-rua-edson110-275m-4-suites-4-vagas-ap1244-_JM#position=1&search_layout=grid&type=item&tracking_id=6153e633-bf97-4f3f-80b0-3370c636e73c,4.200.000,"Pronto Alto Padrão Campo Belo Artisan Rua Edson,110-275m 4 Suites 4 Vagas - Ap1244","Rua Edson, Campo Belo, São Paulo Zona Sul, São Paulo",275 m² construídos,3 quartos
721,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1880437683-campo-belo-153m2-com-3-suites-ar-condicionado-e-3-vagas-ap4394-_JM#position=2&search_layout=grid&type=item&tracking_id=6153e633-bf97-4f3f-80b0-3370c636e73c,1.430.000,"Campo Belo - 153m2 Com 3 Suites, Ar Condicionado E 3 Vagas - Ap4394","Rua Gabriele D Annunzio, Campo Belo, São Paulo Zona Sul, São Paulo",153 m² construídos,3 quartos
722,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1857600615-excelente-apartamento-com-4-suites-e-4-vagas-em-campo-belo-ap4270-_JM#position=3&search_layout=grid&type=item&tracking_id=6153e633-bf97-4f3f-80b0-3370c636e73c,2.100.000,Excelente Apartamento Com 4 Suítes E 4 Vagas Em Campo Belo! - Ap4270,"Rua Morais De Barros, Campo Belo, São Paulo Zona Sul, São Paulo",262 m² construídos,4 quartos
723,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1820795159-apartamento-residencial-venda-campo-belo-so-paulo-ap2005-_JM#position=4&search_layout=grid&type=item&tracking_id=6153e633-bf97-4f3f-80b0-3370c636e73c,1.800.000,"Apartamento Residencial À Venda, Campo Belo, São Paulo - . - Ap2005","Campo Belo, São Paulo Zona Sul, São Paulo",230 m² construídos,4 quartos
724,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1820798627-apartamento-residencial-venda-campo-belo-so-paulo-ap2003-_JM#position=5&search_layout=grid&type=item&tracking_id=6153e633-bf97-4f3f-80b0-3370c636e73c,2.150.000,"Apartamento Residencial À Venda, Campo Belo, São Paulo - . - Ap2003","Campo Belo, São Paulo Zona Sul, São Paulo",279 m² construídos,4 quartos
725,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1799062725-99817-apartamento-com-3-dormitorios-venda-183-m-por-r-1525000-brooklin-so-paulosp-ap4815-_JM#position=6&search_layout=grid&type=item&tracking_id=6153e633-bf97-4f3f-80b0-3370c636e73c,1.525.000,"99817 Apartamento Com 3 Dormitórios À Venda, 183 M² Por R$ 1.525.000 - Brooklin - São Paulo/sp - Ap4815","Rua João De Souza Dias, Campo Belo, São Paulo Zona Sul, São Paulo",183 m² construídos,3 quartos
726,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1797302100-apartamento-residencial-para-modernizaco-venda-andar-alto-rua-republica-do-iraque-campo-belo-so-paulo-ap9557-ap9557-_JM#position=7&search_layout=grid&type=item&tracking_id=6153e633-bf97-4f3f-80b0-3370c636e73c,1.250.000,"Apartamento Residencial Para Modernização À Venda, Andar Alto, Rua República Do Iraque, Campo Belo, São Paulo - Ap9557. - Ap9557","Rua República Do Iraque, Campo Belo, São Paulo Zona Sul, São Paulo",176 m² construídos,3 quartos
727,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1695231020-92297-cobertura-com-140m-churrasqueira-e-jacuzzi-ap1674-_JM#position=8&search_layout=grid&type=item&tracking_id=6153e633-bf97-4f3f-80b0-3370c636e73c,1.960.000,92297  * Cobertura Com 140m² Churrasqueira E Jacuzzi - Ap1674,"Rua Pascal, Campo Belo, São Paulo Zona Sul, São Paulo",140 m² construídos,2 quartos
728,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1820793244-apartamento-com-3-dormitorios-venda-178-m-por-r-200000000-campo-belo-so-paulosp-ap2007-_JM#position=9&search_layout=grid&type=item&tracking_id=6153e633-bf97-4f3f-80b0-3370c636e73c,2.000.000,"Apartamento Com 3 Dormitórios À Venda, 178 M² Por R$ 2.000.000,00 - Campo Belo - São Paulo/sp - Ap2007","Campo Belo, São Paulo Zona Sul, São Paulo",178 m² construídos,3 quartos
729,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1748772358-maravilhoso-maxhaus-mobiliado-no-melhor-do-campo-belo-ap4187-_JM#position=10&search_layout=grid&type=item&tracking_id=6153e633-bf97-4f3f-80b0-3370c636e73c,980.000,Maravilhoso Maxhaus Mobiliado No Melhor Do Campo Belo! - Ap4187,"Rua Doutor Jesuíno Maciel, Campo Belo, São Paulo Zona Sul, São Paulo",70 m² construídos,1 quarto
730,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1850106501-apartamento-reformado-no-campo-belo-180m2-3-dormitorios-1-escritorio-e-3-salas-ap4255-_JM#position=11&search_layout=grid&type=item&tracking_id=6153e633-bf97-4f3f-80b0-3370c636e73c,1.495.000,"Apartamento Reformado No Campo Belo - 180m2 - 3 Dormitórios, 1 Escritório E 3 Salas - Ap4255","Rua João De Souza Dias, Campo Belo, São Paulo Zona Sul, São Paulo",182 m² construídos,3 quartos
731,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1820794994-apartamento-com-2-dormitorios-venda-59-m-por-r-880000-proximo-ao-metr-campo-belo-ap2187-_JM#position=12&search_layout=grid&type=item&tracking_id=6153e633-bf97-4f3f-80b0-3370c636e73c,900.000,"Apartamento Com 2 Dormitórios À Venda, 59 M² Por R$ 880.000 - Próximo Ao Metrô Campo Belo - Ap2187","Campo Belo, São Paulo Zona Sul, São Paulo",59 m² construídos,2 quartos
732,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1800029799-apartamento-garden-venda-196-m-por-r-220700000-campo-belo-so-paulosp-gd0020-_JM#position=13&search_layout=grid&type=item&tracking_id=6153e633-bf97-4f3f-80b0-3370c636e73c,2.207.000,"Apartamento Garden À Venda, 196 M² Por R$ 2.207.000,00 - Campo Belo - São Paulo/sp - Gd0020","Rua Gabriele D Annunzio, Campo Belo, São Paulo Zona Sul, São Paulo",196 m² construídos,4 quartos
733,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1797302142-apartamento-com-1-suite-venda-87-m-por-r-1224000-campo-belo-so-paulosp-ap19668-_JM#position=14&search_layout=grid&type=item&tracking_id=6153e633-bf97-4f3f-80b0-3370c636e73c,1.224.000,"Apartamento Com 1 Suíte À Venda, 87 M² Por R$ 1.224.000 - Campo Belo - São Paulo/sp - Ap19668","Rua Pascal, Campo Belo, São Paulo Zona Sul, São Paulo",87 m² construídos,1 quarto
734,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1797298478-apartamento-residencial-para-venda-e-locaco-campo-belo-so-paulo-ap11249-ap11249-_JM#position=15&search_layout=grid&type=item&tracking_id=6153e633-bf97-4f3f-80b0-3370c636e73c,1.650.000,"Apartamento Residencial Para Venda E Locação, Campo Belo, São Paulo - Ap11249. - Ap11249","Rua João De Souza Dias, Campo Belo, São Paulo Zona Sul, São Paulo",180 m² construídos,4 quartos
735,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1719496123-apartamento-venda-154-m-por-r-129800000-brooklin-so-paulosp-ap15280-_JM#position=16&search_layout=grid&type=item&tracking_id=6153e633-bf97-4f3f-80b0-3370c636e73c,1.298.000,"Apartamento À Venda, 154 M² Por R$ 1.298.000,00 - Brooklin - São Paulo/sp - Ap15280","Rua Gabriele D'annunzio, Campo Belo, São Paulo Zona Sul, São Paulo",154 m² construídos,3 quartos
736,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1695538765-bem-localizado-reformado-2-dorms-80m2-pronto-para-entrar-agende-sua-visita-ap2129-_JM#position=17&search_layout=grid&type=item&tracking_id=6153e633-bf97-4f3f-80b0-3370c636e73c,650.000,"Bem Localizado, Reformado, 2 Dorms, 80m2 - Pronto Para Entrar - Agende Sua Visita!! - Ap2129","Rua Demóstenes, Campo Belo, São Paulo Zona Sul, São Paulo",80 m² construídos,2 quartos
737,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1695225246-86405-campo-belo-3-dormitorios-2-vagas-ap0767-_JM#position=18&search_layout=grid&type=item&tracking_id=6153e633-bf97-4f3f-80b0-3370c636e73c,1.060.000,86405  *   Campo Belo 3 Dormitórios 2 Vagas!!! - Ap0767,"Rua Vieira De Morais, Campo Belo, São Paulo Zona Sul, São Paulo",122 m² construídos,3 quartos
738,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1695222200-98200-apartamento-com-3-dormitorios-venda-178-m-por-r-1598000-campo-belo-zona-sul-so-paulosp-ap4216-_JM#position=19&search_layout=grid&type=item&tracking_id=6153e633-bf97-4f3f-80b0-3370c636e73c,1.598.000,"98200 Apartamento Com 3 Dormitórios À Venda, 178 M² Por R$ 1.598.000 - Campo Belo (zona Sul) - São Paulo/sp - Ap4216","Rua Édison, Campo Belo, São Paulo Zona Sul, São Paulo",178 m² construídos,3 quartos
739,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1583490204-apartamento-234-m-venda-por-r-310000000-ou-aluguel-por-r-1500000ms-campo-belo-so-paulosp-ap14389-_JM#position=20&search_layout=grid&type=item&tracking_id=6153e633-bf97-4f3f-80b0-3370c636e73c,3.100.000,"Apartamento, 234 M² - Venda Por R$ 3.100.000,00 Ou Aluguel Por R$ 15.000,00/mês - Campo Belo - São Paulo/sp - Ap14389","Rua Gabriele D Annunzio, Campo Belo, São Paulo Zona Sul, São Paulo",234 m² construídos,4 quartos
740,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1820793487-apartamento-residencial-venda-ap1991-_JM#position=21&search_layout=grid&type=item&tracking_id=6153e633-bf97-4f3f-80b0-3370c636e73c,1.480.000,"Apartamento Residencial À Venda, . - Ap1991","Campo Belo, São Paulo Zona Sul, São Paulo",150 m² construídos,4 quartos
741,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1899629487-apartamento-com-3-dormitorios-venda-183-m-por-r-152500000-campo-belo-so-paulosp-ap20032-_JM#position=22&search_layout=grid&type=item&tracking_id=6153e633-bf97-4f3f-80b0-3370c636e73c,1.525.000,"Apartamento Com 3 Dormitórios À Venda, 183 M² Por R$ 1.525.000,00 - Campo Belo - São Paulo/sp - Ap20032","Rua João De Souza Dias, Campo Belo, São Paulo Zona Sul, São Paulo",183 m² construídos,3 quartos
742,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1846271328-campo-belo-4-suites-e-varanda-gourmet-ap4341-_JM#position=23&search_layout=grid&type=item&tracking_id=6153e633-bf97-4f3f-80b0-3370c636e73c,3.200.000,Campo Belo 4 Suítes E Varanda Gourmet - Ap4341,"Rua Gabriele D Annunzio, Campo Belo, São Paulo Zona Sul, São Paulo",223 m² construídos,4 quartos
743,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1843227364-apartamento-com-3-dormitorios-venda-385-m-por-r-660000000-campo-belo-so-paulosp-ap4317-_JM#position=24&search_layout=grid&type=item&tracking_id=6153e633-bf97-4f3f-80b0-3370c636e73c,6.600.000,"Apartamento Com 3 Dormitórios À Venda, 385 M² Por R$ 6.600.000,00 - Campo Belo - São Paulo/sp - Ap4317","Rua Volta Redonda, Campo Belo, São Paulo Zona Sul, São Paulo",385 m² construídos,3 quartos
744,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1797301917-magnifico-apartamento-com-2-suites-276-m-venda-por-r-2900000-ou-aluguel-por-r-7000ms-campo-belo-so-paulosp-ap19662-_JM#position=25&search_layout=grid&type=item&tracking_id=6153e633-bf97-4f3f-80b0-3370c636e73c,2.600.000,"Magnífico Apartamento Com 2 Suítes, 276 M² - Venda Por R$ 2.900.000 Ou Aluguel Por R$ 7.000/mês - Campo Belo - São Paulo/sp - Ap19662","Rua Volta Redonda, Campo Belo, São Paulo Zona Sul, São Paulo",276 m² construídos,2 quartos
745,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1789473435-99656-apartamento-com-3-dormitorios-venda-236-m-por-r-1650000-brooklin-so-paulosp-ap4758-_JM#position=26&search_layout=grid&type=item&tracking_id=6153e633-bf97-4f3f-80b0-3370c636e73c,1.650.000,"99656  Apartamento Com 3 Dormitórios À Venda, 236 M² Por R$ 1.650.000 - Brooklin - São Paulo/sp - Ap4758","Rua Álvaro Luís Roberto De Assumpção, Campo Belo, São Paulo Zona Sul, São Paulo",236 m² construídos,3 quartos
746,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1785189951-apartamento-venda-no-bairro-campo-belo-so-paulosp-o-7093-15871-_JM#position=27&search_layout=grid&type=item&tracking_id=6153e633-bf97-4f3f-80b0-3370c636e73c,1.078.000,Apartamento À Venda No Bairro Campo Belo - São Paulo/sp - O-7093-15871,"Rua Pascal, Campo Belo, São Paulo Zona Sul, São Paulo",80 m² construídos,1 quarto
747,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1727548481-apartamento-residencial-para-locaco-campo-belo-so-paulo-ap2427-_JM#position=28&search_layout=grid&type=item&tracking_id=6153e633-bf97-4f3f-80b0-3370c636e73c,6.500.000,"Apartamento Residencial Para Locação, Campo Belo, São Paulo. - Ap2427","Rua Conde De Porto Alegre, Campo Belo, São Paulo Zona Sul, São Paulo",370 m² construídos,4 quartos
748,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1696647852-apartamento-com-4-quartos-venda-200-m-por-r-2280000-campo-belo-so-paulosp-ap3298-_JM#position=29&search_layout=grid&type=item&tracking_id=6153e633-bf97-4f3f-80b0-3370c636e73c,2.280.000,"Apartamento Com 4 Quartos À Venda, 200 M² Por R$ 2.280.000 - Campo Belo - São Paulo/sp - Ap3298","Rua Vicente Leporace, Campo Belo, São Paulo Zona Sul, São Paulo",200 m² construídos,4 quartos
749,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1695539660-apartamento-com-3-dormitorios-venda-233-m-por-r-3300000-campo-belo-so-paulosp-ap2604-_JM#position=30&search_layout=grid&type=item&tracking_id=6153e633-bf97-4f3f-80b0-3370c636e73c,3.300.000,"Apartamento Com 3 Dormitórios À Venda, 233 M² Por R$ 3.300.000 - Campo Belo - São Paulo/sp - Ap2604","Rua Conde De Porto Alegre, Campo Belo, São Paulo Zona Sul, São Paulo",233 m² construídos,3 quartos
750,campo_belo,https://apartamento.mercadolivre.com.br/MLB-1695536392-especialissimo-apartamento-venda-no-campo-belo-ap0600-_JM#position=31&search_layout=grid&type=item&tracking_id=6153e633-bf97-4f3f-80b0-3370c636e73c,2.130.000,Especialíssimo Apartamento À Venda No Campo Belo - Ap0600,"Rua Álvaro Luís Roberto De Assumpção, Campo Belo, São Paulo Zona Sul, São Paulo",275 m² construídos,4 quartos
