,0,1,2,3,4,5,6
0,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1709413961-lanccedilamento-inspire-ibirapuera-_JM#position=1&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,356.186,INSPIRE IBIRAPUERA,"Vila Mariana, São Paulo Zona Sul, São Paulo",25 - 51 m² construídos,1 - 2 dorms.
1,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1695117382-apartamento-com-3-dormitorios-venda-84-m-por-r-80000000-vila-mariana-so-paulosp-ap10684-_JM#position=2&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,800.000,"Apartamento Com 3 Dormitórios À Venda, 84 M² Por R$ 800.000,00 - Vila Mariana - São Paulo/sp - Ap10684","Vila Mariana, São Paulo Zona Sul, São Paulo",84 m² construídos,3 quartos
2,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1695124540-apartamento-duplex-com-4-dormitorios-venda-283-m-por-r-290000000-jardim-vila-mariana-so-paulosp-ad0023-_JM#position=3&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,2.900.000,"Apartamento Duplex Com 4 Dormitórios À Venda, 283 M² Por R$ 2.900.000,00 - Jardim Vila Mariana - São Paulo/sp - Ad0023","Jardim Vila Mariana, São Paulo Zona Sul, São Paulo",283 m² construídos,4 quartos
3,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1293022609-apartamento-residencial-venda-chacara-klabin-so-paulo-ap1179-_JM#position=4&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,1.200.000,"Apartamento Residencial À Venda, Chácara Klabin, São Paulo. - Ap1179","Rua Domingos Augusto Setti, Jardim Vila Mariana, São Paulo Zona Sul, São Paulo",111 m² construídos,1 quarto
4,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1440067132-apartamento-venda-4-quartos-2-vagas-jardim-vila-mariana-so-paulosp-1529-_JM#position=5&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,1.100.000,"Apartamento À Venda, 4 Quartos, 2 Vagas, Jardim Vila Mariana - São Paulo/sp - 1529","Rua Petrarca, Jardim Vila Mariana, São Paulo Zona Sul, São Paulo",147 m² construídos,4 quartos
5,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1569941306-apartamento-com-3-dormitorios-71-m-venda-por-r-58000000-ou-aluguel-por-r-210000ms-vila-mariana-so-paulosp-ap0112-_JM#position=6&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,580.000,"Apartamento Com 3 Dormitórios, 71 M² - Venda Por R$ 580.000,00 Ou Aluguel Por R$ 2.100,00/mês - Vila Mariana - São Paulo/sp - Ap0112","Vila Mariana, São Paulo Zona Sul, São Paulo",71 m² construídos,3 quartos
6,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1839271288-apartamento-vila-mariana-ref-30-v-ap0030-_JM#position=7&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,2.490.000,Apartamento - Vila Mariana - Ref: 30 - V-ap0030,"Engenheiro Luís Gomes Cardim Sangirardi, Vila Mariana, São Paulo Zona Sul, São Paulo",254 m² construídos,4 quartos
7,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1896737013-studio-axis-vila-mariana-49m-1-suite-lav-1-vaga-proximo-ao-metr-ap00052-69350780-_JM#position=8&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,704.698,"Studio, Axis Vila Mariana, 49m², 1 Suíte, Lav, 1 Vaga! Próximo Ao Metrô! - Ap00052 - 69350780","Mirandópolis, São Paulo Zona Sul, São Paulo",49 m² construídos,1 quarto
8,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1899589289-apartamento-com-2-dormitorios-50-m-venda-por-r-690000-ou-aluguel-por-r-2800ms-vila-mariana-so-paulosp-ap1666-_JM#position=9&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,690.000,"Apartamento Com 2 Dormitórios, 50 M² - Venda Por R$ 690.000 Ou Aluguel Por R$ 2.800/mês - Vila Mariana - São Paulo/sp - Ap1666","Rua Jorge Tibiriçá, Vila Mariana, São Paulo Zona Sul, São Paulo",50 m² construídos,2 quartos
9,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1857650572-apartamento-na-vila-mariana-com-33m-disponivel-venda-sf33652-_JM#position=10&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,480.000,Apartamento Na Vila Mariana Com 33m² Disponível À Venda. - Sf33652,"R Marselhesa, Vila Mariana, São Paulo Zona Sul, São Paulo",33 m² construídos,1 quarto
10,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1848801904-apartamento-vila-mariana-ref-5380-v-br4715-_JM#position=11&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,450.000,Apartamento - Vila Mariana - Ref: 5380 - V-br4715,"Doutor Sabóia De Medeiros, Vila Mariana, São Paulo Zona Sul, São Paulo",58 m² construídos,2 quartos
11,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1848801903-apartamento-vila-mariana-ref-5381-v-br4716-_JM#position=12&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,850.000,Apartamento - Vila Mariana - Ref: 5381 - V-br4716,"Professor Tranquilli, Vila Mariana, São Paulo Zona Sul, São Paulo",84 m² construídos,3 quartos
12,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1293027406-apartamento-residencial-venda-vila-mariana-so-paulo-ap0924-_JM#position=13&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,595.000,"Apartamento  Residencial À Venda, Vila Mariana, São Paulo. - Ap0924","Rua Rio Grande, Vila Mariana, São Paulo Zona Sul, São Paulo",69 m² construídos,2 quartos
13,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1872029363-apartamento-vila-mariana-metr-klabin-e-santa-cruz-bi25732-_JM#position=14&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,424.000,Apartamento Vila Mariana - Metrô Klabin E Santa Cruz  - Bi25732,"R Doutor Sabóia De Medeiros, Vila Mariana, São Paulo Zona Sul, São Paulo",55 m² construídos,2 quartos
14,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1872028931-apartamento-vila-mariana-bi21222-_JM#position=15&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,600.000,Apartamento Vila Mariana - Bi21222,"R Pedro Pomponazzi, Jardim Vila Mariana, São Paulo Zona Sul, São Paulo",70 m² construídos,2 quartos
15,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1872035647-apartamento-chacara-klabin-bi28235-_JM#position=16&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,599.000,Apartamento Chácara Klabin - Bi28235,"R Pedro Pomponazzi, Jardim Vila Mariana, São Paulo Zona Sul, São Paulo",70 m² construídos,2 quartos
16,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1859742421-apartamento-com-1-dorm-vila-mariana-so-paulo-v49-_JM#position=17&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,248.189,"Apartamento  Com 1 Dorm, Vila Mariana, São Paulo - V49","Vila Mariana, São Paulo Zona Sul, São Paulo",22 m² construídos,1 quarto
17,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1894960537-apartamento-vila-mariana-ref-13949-v-871946-_JM#position=18&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,1.050.000,Apartamento - Vila Mariana - Ref: 13949 - V-871946,"Joel Jorge De Melo, Vila Mariana, São Paulo Zona Sul, São Paulo",98 m² construídos,3 quartos
18,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1880456251-apartamento-a-venda-em-so-paulo-25230-_JM#position=19&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,775.000,Apartamento A Venda Em São Paulo - 25230,"Rua Doutor Neto De Araújo, Vila Mariana, São Paulo Zona Sul, São Paulo",90 m² construídos,2 quartos
19,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1869577409-apartamento-a-venda-em-so-paulo-24756-_JM#position=20&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,2.450.000,Apartamento A Venda Em São Paulo - 24756,"Rua Dona Carolina, Vila Mariana, São Paulo Zona Sul, São Paulo",150 m² construídos,2 quartos
20,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1888247996-apartamento-a-venda-em-so-paulo-25538-_JM#position=21&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,2.600.000,Apartamento A Venda Em São Paulo - 25538,"Rua Joel Jorge De Melo, Vila Mariana, São Paulo Zona Sul, São Paulo",208 m² construídos,4 quartos
21,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1850135408-apartamento-a-venda-em-so-paulo-23836-_JM#position=22&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,1.060.000,Apartamento A Venda Em São Paulo - 23836,"Rua Manuel De Morais, Vila Mariana, São Paulo Zona Sul, São Paulo",82 m² construídos,3 quartos
22,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1717596968-apartamento-a-venda-em-so-paulo-18831-_JM#position=23&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,2.700.000,Apartamento A Venda Em São Paulo - 18831,"Rua Professora Carolina Ribeiro, Jardim Vila Mariana, São Paulo Zona Sul, São Paulo",217 m² construídos,3 quartos
23,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1804306836-lanccedilamento-ambience-_JM#position=24&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,1.018.930,Ambience,"Vila Mariana, São Paulo Zona Sul, São Paulo",75 - 110 m² construídos,2 - 3 dorms.
24,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1789720668-more-na-vila-mariana-_JM#position=25&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,218.900,More Na Vila Mariana,"Rua Dr. Clemente Jobim 65, Vila Mariana, São Paulo Zona Sul, São Paulo",26 m² construídos,1 quarto
25,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1714697613-lanccedilamento-atmosfera-vila-mariana-_JM#position=26&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,929.335,Atmosfera Vila Mariana,"Vila Marari, São Paulo Zona Sul, São Paulo",65 - 131 m² construídos,2 - 3 dorms.
26,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1819696762-lanccedilamento-k360-humberto-_JM#position=27&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,477.370,K360 Humberto,"Vila Mariana, São Paulo Zona Sul, São Paulo",26 - 91 m² construídos,1 - 3 dorms.
27,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1714345270-lanccedilamento-vn-humberto-i-_JM#position=28&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,396.645,Vn Humberto I,"Vila Mariana, São Paulo Zona Sul, São Paulo",22 - 42 m² construídos,1 - 2 dorms.
28,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1832911309-lanccedilamento-kallas-blend-_JM#position=29&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,1.181.500,Kallas Blend,"Vila Mariana, São Paulo Zona Sul, São Paulo",254 m² construídos,3 quartos
29,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1548651132-apto-venda-2-dorms-sendo-suite-px-metr-paraiso-2391-1-_JM#position=30&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,774.000,Apto. Venda 2 Dorms Sendo Suíte Px. Metrô Paraíso - 2391-1,"Vila Mariana, São Paulo Zona Sul, São Paulo",80 m² construídos,2 quartos
30,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1548656558-venda-3-dorms-3-vgs-v-mariana-prox-paraiso-2422-1-_JM#position=31&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,1.674.000,"Venda 3 Dorms, 3 Vgs V. Mariana Prox. Paraíso - 2422-1","Vila Mariana, São Paulo Zona Sul, São Paulo",111 m² construídos,3 quartos
31,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1671318406-apartamento-vila-mariana-_JM#position=32&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,300.000,Apartamento Vila Mariana,"José Antônio Coelho 1, Vila Mariana, São Paulo Zona Sul, São Paulo",29 m² construídos,1 quarto
32,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1905498242-apartamento-vila-mariana-2-dorm-finanan-aneapfi2092-_JM#position=33&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,209.000,Apartamento - Vila Mariana - 2 Dorm  Finanan Aneapfi2092,"Avenida João Paulo Ablas 1764, Vila Mariana, São Paulo Zona Sul, São Paulo",45 m² construídos,2 quartos
33,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1843316052-vendo-apto-2-dormitorios-vila-mariana-sp-2871-1-_JM#position=34&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,545.000,Vendo Apto. 2 Dormitórios Vila Mariana Sp - 2871-1,"Vila Mariana, São Paulo Zona Sul, São Paulo",69 m² construídos,2 quartos
34,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1892966525-apartamento-com-1-dormitorio-na-vila-mariana-_JM#position=35&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,216.100,Apartamento Com 1 Dormitório Na Vila Mariana,"Rua Dr. Clemente Jobim 60, Vila Mariana, São Paulo Zona Sul, São Paulo",26 m² construídos,1 quarto
35,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1831269675-lanccedilamento-arte-arquitetura-_JM#position=36&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,1.072.965,Arte Arquitetura,"Vila Mariana, São Paulo Zona Sul, São Paulo",82 - 165 m² construídos,2 - 3 dorms.
36,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1715842618-lanccedilamento-arch-home-vila-mariana-_JM#position=37&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,258.000,ARCH HOME VILA MARIANA,"Vila Mariana, São Paulo Zona Sul, São Paulo",22 m² construídos,1 quarto
37,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1804153066-lanccedilamento-vn-humberto-i-_JM#position=38&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,477.000,VN Humberto I,"Vila Mariana, São Paulo Zona Sul, São Paulo",33 m² construídos,sem_quartos
38,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1548656576-venda-kit-dividida-sl-qt-v-paraiso-ana-rosa-sp-2370-1-_JM#position=39&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,340.000,Venda Kit Dividida Sl/ Qt V. Paraíso/ Ana Rosa Sp - 2370-1,"Vila Mariana, São Paulo Zona Sul, São Paulo",39 m² construídos,1 quarto
39,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1817896366-lanccedilamento-vm-303-_JM#position=40&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,2.199.600,VM 303,"Vila Mariana, São Paulo Zona Sul, São Paulo",145 - 212 m² construídos,2 - 4 dorms.
40,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1831433778-lanccedilamento-cube-aacuteurea-_JM#position=41&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,1.820.000,Cube Áurea,"Vila Mariana, São Paulo Zona Sul, São Paulo",145 - 154 m² construídos,2 quartos
41,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1822161686-apartamento-studio-venda-em-so-paulosp-031-_JM#position=42&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,375.000,Apartamento Studio À Venda Em São Paulo/sp - 031,"Rua Major Maragliano, Vila Mariana, São Paulo Zona Sul, São Paulo",25 m² construídos,1 quarto
42,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1820793407-apartamento-com-4-dormitorios-123-m-venda-por-r-195000000-ou-aluguel-por-r-600000ms-vila-mariana-so-paulosp-ap2214-_JM#position=43&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,1.950.000,"Apartamento Com 4 Dormitórios, 123 M² - Venda Por R$ 1.950.000,00 Ou Aluguel Por R$ 6.000,00/mês - Vila Mariana - São Paulo/sp - Ap2214","Vila Clementino, São Paulo Zona Sul, São Paulo",123 m² construídos,4 quartos
43,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1811742216-cobertura-duplex-com-5-dorms-1-suite-1-vaga-pronto-para-morar-ao-lado-do-metr-vila-mariana-e-av-paulista-por-r-120000000-ap00652-69198658-_JM#position=44&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,1.200.000,"Cobertura Duplex Com 5 Dorms - 1 Suíte - 1 Vaga - Pronto Para Morar Ao Lado Do Metrô Vila Mariana E Av. Paulista Por R$ 1.200.000,00 - Ap00652 - 69198658","Vila Mariana, São Paulo Zona Sul, São Paulo",188 m² construídos,5 quartos
44,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1607640014-apartamento-venda-na-vila-mariana-127-m-3-dormitorios-1-suite-1-vaga-148-_JM#position=45&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,900.000,"Apartamento À Venda Na Vila Mariana - 127 M², 3 Dormitórios, 1 Suíte, 1 Vaga - 148","Av. Vinte E Três E Maio, Vila Mariana, São Paulo Zona Sul, São Paulo",127 m² construídos,3 quartos
45,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1671756180-apartamento-com-2-dorms-vila-mariana-so-paulo-r-550-mil-cod-5405-v5405-_JM#position=46&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,550.000,"Apartamento Com 2 Dorms, Vila Mariana, São Paulo - R$ 550 Mil, Cod: 5405 - V5405","Vila Mariana, São Paulo Zona Sul, São Paulo",58 m² construídos,2 quartos
46,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1809333184-sensacional-l-klabin-cobertura-ap00041-68849523-_JM#position=47&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,4.081.008,Sensacional!!! ( L Klabin - Cobertura ) - Ap00041 - 68849523,"Jardim Vila Mariana, São Paulo Zona Sul, São Paulo",324 m² construídos,3 quartos
47,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1631118539-apartamento-jardim-vila-mariana-so-paulo-r-22-mi-cod-89-v89-_JM#position=48&search_layout=grid&type=item&tracking_id=d8f2d375-1c3e-4030-91f4-f3291b2e6b32,2.200.000,"Apartamento, Jardim Vila Mariana, São Paulo - R$ 2.2 Mi, Cod: 89 - V89","Jardim Vila Mariana, São Paulo Zona Sul, São Paulo",188 m² construídos,3 quartos
48,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1877543059-apartamento-venda-na-vila-mariana-jardim-da-gloria-so-paulo-sp-por-r-159500000-3-dormitorios-1-suite-2-vagas-de-garagem-ap00857-69477114-_JM#position=1&search_layout=grid&type=item&tracking_id=2f4acad4-4f03-4759-ae3a-ddf813bfb09d,1.595.000,"Apartamento À Venda Na Vila Mariana - Jardim Da Glória, São Paulo-sp, Por R$ 1.595.000,00, 3 Dormitórios, 1 Suíte, 2 Vagas De Garagem - Ap00857 - 69477114","Jardim Da Glória, São Paulo Zona Sul, São Paulo",129 m² construídos,3 quartos
49,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1809335063-espetacular-l-klabin-ap00038-68741513-_JM#position=2&search_layout=grid&type=item&tracking_id=2f4acad4-4f03-4759-ae3a-ddf813bfb09d,2.044.286,Espetácular!!! ( L Klabin ) - Ap00038 - 68741513,"Jardim Vila Mariana, São Paulo Zona Sul, São Paulo",154 m² construídos,3 quartos
50,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1811742187-oportunidade-no-edificio-palacete-florence-na-vila-mariana-125m-3-quartos-1-suite-e-vaga-pronto-para-morar-por-112500000-ap00653-69201191-_JM#position=3&search_layout=grid&type=item&tracking_id=2f4acad4-4f03-4759-ae3a-ddf813bfb09d,1.125.000,"Oportunidade No Edificio Palacete Florence Na Vila Mariana - 125m 3 Quartos 1 Suite E Vaga - Pronto Para Morar Por 1.125.000,00 - Ap00653 - 69201191","Vila Mariana, São Paulo Zona Sul, São Paulo",125 m² construídos,3 quartos
51,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1671757323-apartamento-com-3-dorms-vila-mariana-so-paulo-r-1-mi-cod-5262-v5262-_JM#position=4&search_layout=grid&type=item&tracking_id=2f4acad4-4f03-4759-ae3a-ddf813bfb09d,1.000.000,"Apartamento Com 3 Dorms, Vila Mariana, São Paulo - R$ 1 Mi, Cod: 5262 - V5262","Vila Mariana, São Paulo Zona Sul, São Paulo",195 m² construídos,3 quartos
52,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1378780351-apartamento-666-34656332-_JM#position=5&search_layout=grid&type=item&tracking_id=2f4acad4-4f03-4759-ae3a-ddf813bfb09d,1.480.000,Apartamento - 666 - 34656332,"Vila Mariana, São Paulo Zona Sul, São Paulo",172 m² construídos,3 quartos
53,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1710200611-studio-de-25m-a-40m-vila-mariana-_JM#position=6&search_layout=grid&type=item&tracking_id=2f4acad4-4f03-4759-ae3a-ddf813bfb09d,330.000,Studio  De 25m² A 40m² Vila Mariana,"Avenida Professor Ascendino Reis 956, Vila Mariana, São Paulo Zona Sul, São Paulo",25 m² construídos,1 quarto
54,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1816451598-easy-vila-mariana-ap00670-69286383-_JM#position=7&search_layout=grid&type=item&tracking_id=2f4acad4-4f03-4759-ae3a-ddf813bfb09d,606.500,Easy Vila Mariana - Ap00670 - 69286383,"Chácara Inglesa, São Paulo Zona Sul, São Paulo",58 m² construídos,2 quartos
55,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1671756677-apartamento-com-3-dorms-vila-mariana-so-paulo-r-760-mil-cod-5179-v5179-_JM#position=8&search_layout=grid&type=item&tracking_id=2f4acad4-4f03-4759-ae3a-ddf813bfb09d,760.000,"Apartamento Com 3 Dorms, Vila Mariana, São Paulo - R$ 760 Mil, Cod: 5179 - V5179","Vila Mariana, São Paulo Zona Sul, São Paulo",80 m² construídos,3 quartos
56,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1775898386-apartamento-com-2-dorms-vila-mariana-so-paulo-r-695-mil-cod-5540-v5540-_JM#position=9&search_layout=grid&type=item&tracking_id=2f4acad4-4f03-4759-ae3a-ddf813bfb09d,695.000,"Apartamento Com 2 Dorms, Vila Mariana, São Paulo - R$ 695 Mil, Cod: 5540 - V5540","Vila Mariana, São Paulo Zona Sul, São Paulo",102 m² construídos,2 quartos
57,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1843346190-apartamento-ap00697-69367580-_JM#position=10&search_layout=grid&type=item&tracking_id=2f4acad4-4f03-4759-ae3a-ddf813bfb09d,308.668,Apartamento - Ap00697 - 69367580,"Vila Mariana, São Paulo Zona Sul, São Paulo",23 m² construídos,1 quarto
58,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1904370198-apartamento-venda-no-bairro-chacara-klabin-so-paulosp-o-5157-12759-_JM#position=11&search_layout=grid&type=item&tracking_id=2f4acad4-4f03-4759-ae3a-ddf813bfb09d,992.000,Apartamento À Venda No Bairro Chacara Klabin - São Paulo/sp - O-5157-12759,"Rua Professor Tranquilli, Vila Mariana, São Paulo Zona Sul, São Paulo",84 m² construídos,2 quartos
59,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1903305580-apartamento-com-38m-na-vila-mariana-ap01307-69553807-_JM#position=12&search_layout=grid&type=item&tracking_id=2f4acad4-4f03-4759-ae3a-ddf813bfb09d,620.000,Apartamento Com 38m² Na Vila Mariana - Ap01307 - 69553807,"Vila Mariana, São Paulo Zona Sul, São Paulo",37 m² construídos,1 quarto
60,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1906081774-apartamento-com-3-dormitorios-venda-95-m-por-r-800000-vila-mariana-propstarter-ap0650-_JM#position=13&search_layout=grid&type=item&tracking_id=2f4acad4-4f03-4759-ae3a-ddf813bfb09d,800.000,"Apartamento Com 3 Dormitórios À Venda, 95 M² Por R$ 800.000 - Vila Mariana - Propstarter - Ap0650","Vila Mariana, São Paulo Zona Sul, São Paulo",95 m² construídos,3 quartos
61,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1901835543-100812-apartamento-com-1-dormitorio-venda-53-m-por-r-720800-jardim-vila-mariana-so-paulosp-ap5253-_JM#position=14&search_layout=grid&type=item&tracking_id=2f4acad4-4f03-4759-ae3a-ddf813bfb09d,720.800,"100812 Apartamento Com 1 Dormitório À Venda, 53 M² Por R$ 720.800 - Jardim Vila Mariana - São Paulo/sp - Ap5253","Rua Pedro Pomponazzi, Jardim Vila Mariana, São Paulo Zona Sul, São Paulo",53 m² construídos,1 quarto
62,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1906019555-apartamento-com-3-dormitorios-venda-108-m-por-r-1200000-vila-mariana-so-paulosp-ap20049-_JM#position=15&search_layout=grid&type=item&tracking_id=2f4acad4-4f03-4759-ae3a-ddf813bfb09d,1.200.000,"Apartamento Com 3 Dormitórios À Venda, 108 M² Por R$ 1.200.000 - Vila Mariana - São Paulo/sp - Ap20049","Rua José Antônio Coelho, Vila Mariana, São Paulo Zona Sul, São Paulo",108 m² construídos,3 quartos
63,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1900935071-oportunidade-perto-do-metr-ap4142-_JM#position=16&search_layout=grid&type=item&tracking_id=2f4acad4-4f03-4759-ae3a-ddf813bfb09d,590.000,Oportunidade Perto Do Metrô! - Ap4142,"Rua Afonso Celso, Vila Mariana, São Paulo Zona Sul, São Paulo",77 m² construídos,2 quartos
64,vila_mariana,https://apartamento.mercadolivre.com.br/MLB-1906029077-linda-cobertura-na-vila-mariana-ja18985-_JM#position=17&search_layout=grid&type=item&tracking_id=2f4acad4-4f03-4759-ae3a-ddf813bfb09d,1.500.000,Linda Cobertura Na Vila Mariana! - Ja18985,"R Santo Irineu, Bosque Da Saúde, São Paulo Zona Sul, São Paulo",142 m² construídos,3 quartos
